{'steering': np.float64(0.0219), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:23:291', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 0, 'image': '000000.png'}
{'steering': np.float64(-0.216), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:376', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 211, 'image': '000211.png'}
{'steering': np.float64(-0.2656), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:469', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 212, 'image': '000212.png'}
{'steering': np.float64(-0.3113), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:564', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 213, 'image': '000213.png'}
{'steering': np.float64(-0.3027), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:647', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 214, 'image': '000214.png'}
{'steering': np.float64(-0.3041), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:743', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 215, 'image': '000215.png'}
{'steering': np.float64(1.4441), 'forward': 0.25, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:827', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 216, 'image': '000216.png'}
{'steering': np.float64(-0.4879), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:923', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 217, 'image': '000217.png'}
{'steering': np.float64(-0.3824), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:19', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 218, 'image': '000218.png'}
{'steering': np.float64(-0.2886), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:113', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 219, 'image': '000219.png'}
{'steering': np.float64(-0.3012), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:207', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 220, 'image': '000220.png'}
{'steering': np.float64(1.0023), 'forward': 0.25, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:302', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 221, 'image': '000221.png'}
{'steering': np.float64(-0.5862), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:397', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 222, 'image': '000222.png'}
{'steering': np.float64(-0.4478), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:500', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 223, 'image': '000223.png'}
{'steering': np.float64(-0.2734), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:617', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 224, 'image': '000224.png'}
{'steering': np.float64(-0.419), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:722', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 225, 'image': '000225.png'}
{'steering': np.float64(-0.2479), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:828', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 226, 'image': '000226.png'}
{'steering': np.float64(-0.1587), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:44:934', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 227, 'image': '000227.png'}
{'steering': np.float64(-0.0481), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:29', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 228, 'image': '000228.png'}
{'steering': np.float64(-0.0048), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:135', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 229, 'image': '000229.png'}
{'steering': np.float64(-0.0666), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:229', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 230, 'image': '000230.png'}
{'steering': np.float64(-0.1159), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:333', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 231, 'image': '000231.png'}
{'steering': np.float64(-0.2153), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:437', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 232, 'image': '000232.png'}
{'steering': np.float64(-0.2629), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:534', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 233, 'image': '000233.png'}
{'steering': np.float64(-0.311), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:641', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 234, 'image': '000234.png'}
{'steering': np.float64(-0.3461), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:751', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 235, 'image': '000235.png'}
{'steering': np.float64(-0.3329), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:869', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 236, 'image': '000236.png'}
{'steering': np.float64(-0.2409), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:45:976', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 237, 'image': '000237.png'}
{'steering': np.float64(-0.178), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:84', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 238, 'image': '000238.png'}
{'steering': np.float64(-0.0611), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:191', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 239, 'image': '000239.png'}
{'steering': np.float64(0.004), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:334', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 240, 'image': '000240.png'}
{'steering': np.float64(0.0114), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:449', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 241, 'image': '000241.png'}
{'steering': np.float64(-0.0062), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:578', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 242, 'image': '000242.png'}
{'steering': np.float64(-0.0468), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:731', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 243, 'image': '000243.png'}
{'steering': np.float64(-0.0826), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:841', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 244, 'image': '000244.png'}
{'steering': np.float64(-0.1187), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:46:948', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 245, 'image': '000245.png'}
{'steering': np.float64(-0.155), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:56', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 246, 'image': '000246.png'}
{'steering': np.float64(-0.177), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:174', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 247, 'image': '000247.png'}
{'steering': np.float64(-0.1871), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:345', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 248, 'image': '000248.png'}
{'steering': np.float64(-0.1924), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:475', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 249, 'image': '000249.png'}
{'steering': np.float64(-0.2136), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:606', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 250, 'image': '000250.png'}
{'steering': np.float64(-0.2179), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:712', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 251, 'image': '000251.png'}
{'steering': np.float64(-0.2393), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:817', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 252, 'image': '000252.png'}
{'steering': np.float64(-0.2364), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:47:921', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 253, 'image': '000253.png'}
{'steering': np.float64(-0.2373), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:24', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 254, 'image': '000254.png'}
{'steering': np.float64(-0.2382), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:117', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 255, 'image': '000255.png'}
{'steering': np.float64(-0.2245), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:220', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 256, 'image': '000256.png'}
{'steering': np.float64(-0.1913), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:328', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 257, 'image': '000257.png'}
{'steering': np.float64(-0.169), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:433', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 258, 'image': '000258.png'}
{'steering': np.float64(-0.1599), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:537', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 259, 'image': '000259.png'}
{'steering': np.float64(-0.1773), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:634', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 260, 'image': '000260.png'}
{'steering': np.float64(-0.1898), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:740', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 261, 'image': '000261.png'}
{'steering': np.float64(-0.1951), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:847', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 262, 'image': '000262.png'}
{'steering': np.float64(-0.1872), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:48:941', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 263, 'image': '000263.png'}
{'steering': np.float64(-0.1889), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:46', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 264, 'image': '000264.png'}
{'steering': np.float64(-0.1822), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:140', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 265, 'image': '000265.png'}
{'steering': np.float64(-0.1839), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:246', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 266, 'image': '000266.png'}
{'steering': np.float64(-0.1771), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:350', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 267, 'image': '000267.png'}
{'steering': np.float64(-0.1715), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:455', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 268, 'image': '000268.png'}
{'steering': np.float64(-0.1585), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:562', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 269, 'image': '000269.png'}
{'steering': np.float64(-0.1687), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:668', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 270, 'image': '000270.png'}
{'steering': np.float64(-0.1678), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:773', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 271, 'image': '000271.png'}
{'steering': np.float64(-0.1608), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:872', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 272, 'image': '000272.png'}
{'steering': np.float64(-0.1551), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:49:979', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 273, 'image': '000273.png'}
{'steering': np.float64(-0.1639), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:73', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 274, 'image': '000274.png'}
{'steering': np.float64(-0.1484), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:170', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 275, 'image': '000275.png'}
{'steering': np.float64(-0.1439), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:268', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 276, 'image': '000276.png'}
{'steering': np.float64(-0.1307), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:372', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 277, 'image': '000277.png'}
{'steering': np.float64(-0.1334), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:465', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 278, 'image': '000278.png'}
{'steering': np.float64(-0.1335), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:559', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 279, 'image': '000279.png'}
{'steering': np.float64(-0.1336), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:664', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 280, 'image': '000280.png'}
{'steering': np.float64(-0.1264), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:759', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 281, 'image': '000281.png'}
{'steering': np.float64(-0.1205), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:887', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 282, 'image': '000282.png'}
{'steering': np.float64(-0.1218), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:50:993', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 283, 'image': '000283.png'}
{'steering': np.float64(-0.1072), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:98', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 284, 'image': '000284.png'}
{'steering': np.float64(-0.1024), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:202', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 285, 'image': '000285.png'}
{'steering': np.float64(-0.1036), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:297', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 286, 'image': '000286.png'}
{'steering': np.float64(-0.1108), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:393', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 287, 'image': '000287.png'}
{'steering': np.float64(-0.1022), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:523', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 288, 'image': '000288.png'}
{'steering': np.float64(-0.0961), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:632', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 289, 'image': '000289.png'}
{'steering': np.float64(-0.0899), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:51:840', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 290, 'image': '000290.png'}
{'steering': np.float64(-0.0764), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:168', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 291, 'image': '000291.png'}
{'steering': np.float64(-0.0787), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:360', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 292, 'image': '000292.png'}
{'steering': np.float64(-0.093), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:455', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 293, 'image': '000293.png'}
{'steering': np.float64(-0.1341), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:560', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 294, 'image': '000294.png'}
{'steering': np.float64(-0.1631), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:656', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 295, 'image': '000295.png'}
{'steering': np.float64(-0.2009), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:750', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 296, 'image': '000296.png'}
{'steering': np.float64(-0.2522), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:52:911', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 297, 'image': '000297.png'}
{'steering': np.float64(-0.3597), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:123', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 298, 'image': '000298.png'}
{'steering': np.float64(-0.5453), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:276', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 299, 'image': '000299.png'}
{'steering': np.float64(-0.4911), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:487', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 300, 'image': '000300.png'}
{'steering': np.float64(-0.1401), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:581', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 301, 'image': '000301.png'}
{'steering': np.float64(0.0241), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:686', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 302, 'image': '000302.png'}
{'steering': np.float64(0.1173), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:780', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 303, 'image': '000303.png'}
{'steering': np.float64(0.038), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:873', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 304, 'image': '000304.png'}
{'steering': np.float64(-0.0603), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:53:966', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 305, 'image': '000305.png'}
{'steering': np.float64(-0.1212), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:54:60', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 306, 'image': '000306.png'}
{'steering': np.float64(-0.2021), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:54:153', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 307, 'image': '000307.png'}
{'steering': np.float64(-0.3394), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:54:247', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 308, 'image': '000308.png'}
{'steering': np.float64(-0.3655), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:54:341', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 309, 'image': '000309.png'}
{'steering': np.float64(1.1289), 'forward': 0.25, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:54:480', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 310, 'image': '000310.png'}
{'steering': np.float64(-0.7598), 'forward': 0.25, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:57:547', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 311, 'image': '000311.png'}
{'steering': np.float64(-0.0435), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:57:654', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 312, 'image': '000312.png'}
{'steering': np.float64(0.2606), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:57:847', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 313, 'image': '000313.png'}
{'steering': np.float64(-0.1814), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:57:953', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 314, 'image': '000314.png'}
{'steering': np.float64(-0.1164), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:58:69', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 315, 'image': '000315.png'}
